X,T
0.001451378809869397, 1.5984001891249293
0.05805515239477507, 1.5616417439023684
0.10014513788098697, 1.5344728627042155
0.13642960812772134, 1.5104989526431956
0.18142235123367204, 1.481732585876476
0.21625544267053706, 1.462562759053678
0.2656023222060958, 1.4322012320248965
0.3599419448476052, 1.385890427681999
0.42525399129172714, 1.3523502066616158
0.4789550072568941, 1.3268020640970741
0.5268505079825835, 1.30284675648809
0.5863570391872279, 1.2725015066048395
0.644412191582003, 1.2373475228703588
0.6894049346879536, 1.2053768837404883
0.7271407837445574, 1.1701903457149447
0.7619738751814223, 1.1349991570763924
0.7939042089985487, 1.0885883645538028
0.8171262699564588, 1.0549807096447903
0.8388969521044994, 1.0117579123398204
0.8780841799709725, 0.926907477991943
0.8969521044992744, 0.8756693491660872
0.9201741654571843, 0.7955997449913867
0.9404934687953556, 0.728342579656281
0.9695210449927433, 0.5922075103524587
0.9869375907111756, 0.4913008345912597
1.0000000000000002, 0.4016021361815756
